"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"sps_mateus","2026-01-03","18:03:09","@BolsonaroSP @policiafederal Vai trabalhar!!",0,44,4,0,2,0,0,"",0.0313844196498394,0.270394504070282,0.6982212066650391,"negativo"
"MarcoeVasco","2026-01-03","18:02:28","@BolsonaroSP @policiafederal Tá e se borrando kkkk Vem bananinha kkk Tá até de fralda aí e vem falar merda Machão de Twitter Tchau banana vai ter que trabalhar hein",0,164,29,0,2,0,0,"",0.0076835062354803085,0.034069351851940155,0.958247184753418,"negativo"
"EdeziaA96069","2026-01-03","18:02:18","@BolsonaroSP @policiafederal FORÇA EDUARDO VOCÊ É UM FILHO QUE HONRA, A AUTORIDADE DO PAI DEUS ESTÁ VENDO,E VAI HONRAR TODA SUA FAMÍLIA NO NOME DE JESUS CRISTO 🙏🏼📖🙏🏼✝️🛐🛐🛐🛐🛐✝️🛐🛐🛐🛐🛐🛐🛐💚💛💚💛💚💛💚💛💚💛💚💛💚💛💚💛💚💛🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💛🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️",0,246,28,59,2,0,0,"",0.915259599685669,0.0751802921295166,0.009560038335621357,"positivo"
"BolaRolando_com","2026-01-03","17:57:55","@BolsonaroSP @policiafederal Um miliciando passando pela minha timeline.",0,72,8,0,2,0,0,"",0.013164272531867027,0.2166070193052292,0.7702287435531616,"negativo"
"vantescars_","2026-01-03","17:57:12","@BolsonaroSP @policiafederal Que ditadura é essa que essa cadela ainda tá postando vídeo e falando bosta assim abertamente",0,122,18,0,2,0,0,"",0.002976583084091544,0.007943726144731045,0.9890796542167664,"negativo"
"Maria13petralha","2026-01-03","17:54:21","@BolsonaroSP @policiafederal kkkkkkk acabou a mamata, vagabundo.",0,64,7,0,2,0,0,"",0.017184648662805557,0.14699240028858185,0.8358229994773865,"negativo"
"Marcoslaabreu","2026-01-03","17:50:23","@BolsonaroSP @policiafederal Parafraseando você, a conta chegou para o seu pai e está chegando para você também. Pague!",0,119,18,0,2,0,0,"",0.06322991102933884,0.7209187746047974,0.2158513069152832,"neutro"
"grok","2026-01-03","17:47:50","@Marcosvt_65 @MedeirosMaick @BolsonaroSP @policiafederal Exato, as fontes confirmam que não há pagamento sem o retorno ao cargo. Se precisar de mais detalhes, é só perguntar!",0,174,25,0,4,1,0,"",0.09044238924980164,0.827597439289093,0.08196016401052475,"neutro"
"Marcosvt_65","2026-01-03","17:47:19","@grok @MedeirosMaick @BolsonaroSP @policiafederal Perfeito, sem prejuízos ao erário público!",0,92,10,0,4,0,0,"",0.9786167740821838,0.016686074435710907,0.004697183147072792,"positivo"
"toysoldiernew","2026-01-03","17:45:22","@BolsonaroSP @policiafederal Pilantra não quer saber de trabalhar.",0,66,8,0,2,0,0,"",0.004044598899781704,0.016735045239329338,0.9792202711105347,"negativo"
"sergueilovisk","2026-01-03","17:41:56","@Tinaanonim4 @LisianeCanto @BolsonaroSP @policiafederal Trump enrrabou Maduro hoje, essa hora está lubrificando a cabeça para terminar o serviço com o amiguinho dele no país mais abaixo do mapa.",0,194,28,0,4,0,0,"",0.02605675905942917,0.22132515907287598,0.752618134021759,"negativo"
"nourbIog","2026-01-03","17:40:12","@BolsonaroSP @policiafederal toda essa choradeira porque tem que trabalhar? é mole, vagabundo. https://t.co/ulDVY0Nuar",1,118,13,0,2,0,0,"",0.005390611477196217,0.02327345870435238,0.9713359475135803,"negativo"
"edu57464942","2026-01-03","17:38:56","@BolsonaroSP @policiafederal Esse pilantra quer ganhar dinheiro sem trabalhar.",0,78,9,0,2,0,0,"",0.0045481035485863686,0.01851765811443329,0.9769342541694641,"negativo"
"Tinaanonim4","2026-01-03","17:38:02","@sergueilovisk @LisianeCanto @BolsonaroSP @policiafederal Eu não fui pra outro país ganhar mais de 40 mil pra não trabalhar, e mais ainda, boicotar a economia do país que eu deveria tá trabalhando pra ajudar, querendo atentados contra o povo, porque ele já tá fora daqui mesmo que se lasque o resto, até os otarios que babá seu ovo.",0,332,57,0,4,0,0,"",0.014136982150375843,0.026807362213730812,0.9590557217597961,"negativo"
"pedro_paulo65","2026-01-03","17:36:58","@BolsonaroSP @policiafederal Trabalhar nada né? Vagal.",0,54,6,0,2,0,0,"",0.0037885671481490135,0.010646361857652664,0.9855651259422302,"negativo"
"biopalhares","2026-01-03","17:34:43","@BolsonaroSP @policiafederal 👏🏼👏🏼👏🏼👏🏼👏🏼",0,39,3,5,2,0,0,"",0.7833733558654785,0.1884489208459854,0.028177693486213684,"positivo"
"nilzacampos87","2026-01-03","17:34:03","@BolsonaroSP @policiafederal Cala boca seu escroto",0,50,6,0,2,0,0,"",0.0036463052965700626,0.005589473992586136,0.9907641410827637,"negativo"
"grok","2026-01-03","17:32:33","@Marcosvt_65 @MedeirosMaick @BolsonaroSP @policiafederal De acordo com fontes recentes, como O Globo e CNN Brasil, Eduardo Bolsonaro não recebe salário da PF desde o licenciamento para o mandato de deputado. Após a cassação em dezembro de 2025, foi convocado a reassumir o cargo de escrivão, mas está nos EUA e não retornou. Sem",0,328,53,0,4,1,0,"",0.030003488063812256,0.8805451989173889,0.08945134282112122,"neutro"
"GolHelenilda","2026-01-03","17:32:02","@BolsonaroSP @policiafederal Continue firme Eduardo, o Brasil precisa de você. Ai de nós se não fosse a família Bolsonaro. Nós vamos vencer com a ajuda dos bons e, principalmente, com a ajuda de Deus ☺️🙏☺️🙏☺️🙏🙏",0,210,35,7,2,0,0,"",0.8709721565246582,0.10773404687643051,0.02129380963742733,"positivo"
"Marcosvt_65","2026-01-03","17:31:05","@MedeirosMaick @BolsonaroSP @policiafederal @Grok, Eduardo Bolsonaro está recebendo salário pela Polícia Federal mesmo não sendo mais Deputado? É que tem um jumento aqui insistindo nisso e é necessário esclarecimento..!",0,219,29,0,4,0,0,"",0.0263175368309021,0.444108784198761,0.5295736789703369,"negativo"
"magoalfe","2026-01-03","17:29:09","@marioadolfo @BolsonaroSP @policiafederal Todos nós sabemos que Moraes quer prender também o @BolsonaroSP , porque ele escancarou para o mundo as atrocidades que esse falso juiz vem fazendo com os brasileiros de Direita. E sobre o Banco Master? E sobre os 129.000.000,00 que a Michelle, ops, a mulher do Moraes recebeu?",0,319,51,0,4,0,0,"",0.01455147285014391,0.140106663107872,0.8453418612480164,"negativo"
"FChavedar","2026-01-03","17:25:44","@BolsonaroSP @policiafederal https://t.co/fy8FcgregN",1,52,3,0,2,1,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"guebala","2026-01-03","17:24:36","@BolsonaroSP @policiafederal Tá com medo de ir preso, seu lugar te espera na cela",0,81,14,0,2,0,0,"",0.04112756997346878,0.44081515073776245,0.5180573463439941,"negativo"
"valgeografia01","2026-01-03","17:23:50","@BolsonaroSP @policiafederal Vagabundo. Trabalhar tu não quer né?",0,65,8,0,2,0,0,"",0.00677630165591836,0.02546832337975502,0.9677553772926331,"negativo"
"Larissa55173306","2026-01-03","17:23:00","@BolsonaroSP @policiafederal Capricho??? Vc sendo um servidor publico tem que trabalhar como os outros. Quem não trabalha é exonerado.",0,134,19,0,2,0,0,"",0.031569402664899826,0.20090681314468384,0.7675237655639648,"negativo"
"Agnaldo14172964","2026-01-03","17:22:02","@BolsonaroSP @policiafederal Maduro, depois Lula",0,48,5,0,2,0,0,"",0.045984089374542236,0.8962177634239197,0.05779816210269928,"neutro"
"ThaisSi00689124","2026-01-03","17:21:05","@BolsonaroSP @policiafederal Resumo: medo de ir preso.",0,54,7,0,2,0,0,"",0.02433730475604534,0.594150185585022,0.38151252269744873,"neutro"
"theorangepoop","2026-01-03","17:19:03","@BolsonaroSP @policiafederal Bandido foragido da justiça e ainda por cima reclamando de perder o emprego de escrivão na PF 😂😂🤣",0,126,20,3,2,0,0,"",0.2865247130393982,0.2258392721414566,0.4876360595226288,"negativo"
"GordonBill85213","2026-01-03","17:16:40","@RicardoSagulo @BolsonaroSP @policiafederal https://t.co/bfoKs1IsXz",1,67,4,0,3,0,0,"",0.05683412030339241,0.9249245524406433,0.018241360783576965,"neutro"
"GordonBill85213","2026-01-03","17:15:16","@GalizaAr @BolsonaroSP @policiafederal https://t.co/dffZeX77ni",1,62,4,0,3,0,0,"",0.05683412030339241,0.9249245524406433,0.018241360783576965,"neutro"
"GordonBill85213","2026-01-03","17:14:57","@JosJac5 @BolsonaroSP @policiafederal https://t.co/SvflrW5EQr",1,61,4,0,3,0,0,"",0.05683412030339241,0.9249245524406433,0.018241360783576965,"neutro"
"_thestarboy","2026-01-03","17:14:49","@BolsonaroSP @policiafederal Vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007590020075440407,0.02255784533917904,0.9698521494865417,"negativo"
"georgehnobilis","2026-01-03","17:13:33","@BolsonaroSP @policiafederal Bicha, vc tem q trabalhar!",0,55,7,0,2,0,0,"",0.023335346952080727,0.21018268167972565,0.7664819955825806,"negativo"
"sereia_thay","2026-01-03","17:11:58","@BolsonaroSP @policiafederal Mas a PF só está mandando vc voltar a trabalhar, querido, vc é um cidadão comum como qualquer outro. Se manca",0,138,23,0,2,0,0,"",0.006306234747171402,0.025134578347206116,0.968559205532074,"negativo"
"odeterothmans","2026-01-03","17:11:18","@BolsonaroSP @policiafederal alergia a trabalho",0,47,5,0,2,0,0,"",0.02931528352200985,0.47247809171676636,0.49820658564567566,"negativo"
"Mdalva72","2026-01-03","17:09:52","@BolsonaroSP @policiafederal Abdicou com medo de ser preso, porque é covarde. Só tem o apoio.",0,93,15,0,2,0,0,"",0.01514740101993084,0.18021371960639954,0.8046389222145081,"negativo"
"omarolis","2026-01-03","17:07:24","@BolsonaroSP @policiafederal mas só pediram pra vc trabalhar rs",0,63,9,0,2,0,0,"",0.04013798385858536,0.8283063769340515,0.13155564665794373,"neutro"
"ellamevil","2026-01-03","17:07:15","@BolsonaroSP @policiafederal Vagabundo encostado",0,48,4,0,2,2,0,"",0.0034461021423339844,0.007508639711886644,0.989045262336731,"negativo"
"Mtomaz06","2026-01-03","17:03:40","@BolsonaroSP @policiafederal Foda quando obrigam a gente a trabalhar no trabalho né, Dudu.",0,90,13,0,2,0,0,"",0.034918412566185,0.17019779980182648,0.7948837876319885,"negativo"
"L3b3ns","2026-01-03","17:02:18","@BolsonaroSP @policiafederal Vai trabalhar, parasita.",0,53,5,0,2,0,0,"",0.00739807216450572,0.027535567060112953,0.9650663733482361,"negativo"
"icaro_notdead","2026-01-03","17:02:07","@BolsonaroSP @policiafederal Só te chamaram de volta ao trabalho, pare de drama.",0,80,12,0,2,0,0,"",0.011610097251832485,0.30684083700180054,0.681549072265625,"negativo"
"reagecap","2026-01-03","17:01:38","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo. Quer receber e não quer trabalhar? Desse jeito, já pode virar petista. Seu pulha!",0,136,19,0,2,0,0,"",0.005515962839126587,0.01591624692082405,0.9785677790641785,"negativo"
"HettOf95056","2026-01-03","17:01:26","@BolsonaroSP @policiafederal Você é um lixo.",0,44,6,0,2,0,0,"",0.003798720194026828,0.005366283468902111,0.9908349514007568,"negativo"
"JosAntnioMonta1","2026-01-03","17:01:16","@BolsonaroSP @policiafederal Tu sabe lá o que é honra cabra safado 🙈🙈🙈",0,70,12,3,2,0,0,"",0.027008093893527985,0.1042981669306755,0.8686937689781189,"negativo"
"celo_sz2","2026-01-03","17:00:33","@BolsonaroSP @policiafederal Esse cara é totalmente maluco",0,58,7,0,2,0,0,"",0.008321368135511875,0.0352308414876461,0.9564478397369385,"negativo"
"AruasiMaria","2026-01-03","16:59:31","@BolsonaroSP @policiafederal Ninguém está te bajulando seu chantagista. A instituição está cumprindo a Lei, sem mandato ou volta e assume ou é isonerado! Safado sem vergonha e mentiroso!!",0,187,28,0,2,0,0,"",0.006479017436504364,0.016091393306851387,0.9774296283721924,"negativo"
"noctisera_","2026-01-03","16:55:24","@BolsonaroSP @policiafederal Como o bananinha descreve // o que realmente é https://t.co/unNOPSO1vY",1,99,12,0,2,0,0,"",0.029835257679224014,0.8900445699691772,0.08012013137340546,"neutro"
"8runoO","2026-01-03","16:53:28","@BolsonaroSP @policiafederal PF quer que vc volte a trabalhar vagabund",0,70,10,0,2,0,0,"",0.012429916299879551,0.09892876446247101,0.888641357421875,"negativo"
"alexdibms","2026-01-03","16:51:47","@BolsonaroSP @policiafederal Parabéns pela atitude escrivão. Volta a trabalhar desocupado frouxo, fujão e lambedor das botas do laranjão.",0,137,18,0,2,0,0,"",0.010335753671824932,0.01821083575487137,0.9714534282684326,"negativo"
"FcoAAbreu","2026-01-03","16:51:43","@BolsonaroSP @policiafederal SEU VAGABUNDO, FALA EM AMIGOS DOS REIS? E OQUE SEU PAI FEZ PARA PROTEGER FLÁVIO BOLSONARO DAS RACHADINHAS? VAI SE FERRAR SEU HIPOCRITA",0,163,25,0,2,0,0,"",0.002888948190957308,0.007284797728061676,0.9898263216018677,"negativo"
"VSupercorp","2026-01-03","16:50:55","@BolsonaroSP @policiafederal Vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007590020075440407,0.02255784533917904,0.9698521494865417,"negativo"
"Mimadinhax","2026-01-03","16:50:54","@Omardeideais @BolsonaroSP @policiafederal E o incrível é ter arrombado defendendo isso.",0,88,11,0,3,0,0,"",0.08244062960147858,0.08102045953273773,0.8365389108657837,"negativo"
"kakis59","2026-01-03","16:49:34","@BolsonaroSP @policiafederal Preguiçoso!!! Vai se sustentar pedindo esmola nas redes sociais. E os bozos te ajudam nessa safadeza. Depois vcs atacam o bolsa família onde o povo tem o q é de direito. Preguiçoso é esse sujeito aí!!!",0,230,38,0,2,0,0,"",0.004278150387108326,0.00848696380853653,0.987234890460968,"negativo"
"claudialessag","2026-01-03","16:48:41","@BolsonaroSP @policiafederal 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻🇧🇷",0,45,3,8,2,0,0,"",0.7504000663757324,0.21664923429489136,0.032950740307569504,"positivo"
"Qboltzman891","2026-01-03","16:47:02","@BolsonaroSP @policiafederal https://t.co/D1ZrIG0eFg",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"o_princeso_23","2026-01-03","16:46:14","@BolsonaroSP @policiafederal Não pode falar de trabalho que fica puto... Vagabundo!!!!",0,86,11,0,2,0,0,"",0.004210157319903374,0.015672817826271057,0.9801170229911804,"negativo"
"antonio53585256","2026-01-03","16:46:07","@BolsonaroSP @policiafederal Vaibtr@balhar v@g@budo, enquanto muitos querem tu fica ocupando vaga 🤬",0,99,12,1,5,0,0,"",0.08472835272550583,0.7292688488960266,0.18600285053253174,"neutro"
"roseSilva150113","2026-01-03","16:44:23","@BolsonaroSP @policiafederal Você se fu e isso pra nós é muito bom",0,66,12,0,2,0,0,"",0.8583620190620422,0.11947804689407349,0.022159941494464874,"positivo"
"_Jason7Anderson","2026-01-03","16:44:22","@BolsonaroSP @policiafederal Tudo isso pra dizer que não quer trabalhar pra receber o salário alto kkkkkkkkkk",0,109,16,0,2,0,0,"",0.01984078623354435,0.46482279896736145,0.5153363943099976,"negativo"
"ErilandiaT","2026-01-03","16:42:38","@BolsonaroSP @policiafederal Meus impostos não é para bancar vagabundo",0,70,9,0,2,0,0,"",0.07132641971111298,0.2337578684091568,0.694915771484375,"negativo"
"RogrioEmdio4","2026-01-03","16:42:30","@BolsonaroSP @policiafederal @BolsonaroSP, a conta chegou! Se você não é mais deputado, e a razão da sua licença era pra exercer o mandato parlamentar, então, você precisa exercer as suas funções na PF, assim é pra todos. Veja, a que ponto chegou! Cada vez mais vai ficando difícil, daí vc atribui aos outros.",0,309,53,0,3,0,0,"",0.0038960224483162165,0.017775369808077812,0.9783285856246948,"negativo"
"ChavesHortencia","2026-01-03","16:41:28","@BolsonaroSP @policiafederal A conta aí chegar sim, Graça a Feus chegou para o seu pai. Vai chegar para vc também calma! 😂😂😂😂😂😂😂😂😂",0,130,22,9,2,0,0,"",0.6659305095672607,0.24143986403942108,0.09262965619564056,"positivo"
"mouse67866","2026-01-03","16:40:41","@BolsonaroSP @policiafederal Esse filho da puta é alérgico a trabalho",0,69,10,0,2,0,0,"",0.006551354192197323,0.030439838767051697,0.9630088210105896,"negativo"
"Rosalindaflorsp","2026-01-03","16:40:35","@BolsonaroSP @policiafederal Ainda dá tempo de se tratar",0,56,8,0,2,0,0,"",0.040383726358413696,0.5256445407867432,0.43397173285484314,"neutro"
"heliodanta17236","2026-01-03","16:39:14","@JulioFDRezende @BolsonaroSP @policiafederal Ele tem experiência, trabalhou no macdonalds.",0,90,9,0,3,0,0,"",0.020610053092241287,0.9591953158378601,0.020194722339510918,"neutro"
"LucianoUchoa2","2026-01-03","16:39:07","@BolsonaroSP @policiafederal Falou em trabalho família buraco corre longe!!",0,75,9,0,2,0,0,"",0.07906663417816162,0.8272240161895752,0.09370936453342438,"neutro"
"BrunoMatraga","2026-01-03","16:38:49","@BolsonaroSP @policiafederal Fala sério. Estava pedindo salário para o Waldemar. Você e sua famila só vivem de privilegio. Traidores.",0,133,19,0,2,0,0,"",0.003140655579045415,0.013059205375611782,0.9838001132011414,"negativo"
"OnOffCCE","2026-01-03","16:37:36","@BolsonaroSP @policiafederal Mano, querem que vc volte a trabalhar. É difícil? Kkkkkkkkkkkkk https://t.co/eL5zl9riTA",1,116,13,0,2,2,0,"",0.01871175691485405,0.7896050810813904,0.1916831135749817,"neutro"
"Joobonifac27790","2026-01-03","16:37:34","@BolsonaroSP @policiafederal Força Eduardo Bolsonaro, estamos contigo nesta luta contra a tirania da toga",0,105,14,0,2,0,0,"",0.39629313349723816,0.3904505968093872,0.21325626969337463,"positivo"
"FiorellaPiccol1","2026-01-03","16:37:22","@BolsonaroSP @policiafederal Larga a teta, Dudu! No capitalismo, quem não trabalha, perde o emprego.",0,100,14,0,2,0,0,"",0.007458081003278494,0.07769890874624252,0.9148430824279785,"negativo"
"FiorellaPiccol1","2026-01-03","16:36:18","@BolsonaroSP @policiafederal Você é um criminoso de colarinho branco, Eduardo!",0,78,10,0,2,0,0,"",0.012068300507962704,0.05887817218899727,0.9290534853935242,"negativo"
"edudiniz031","2026-01-03","16:35:08","@BolsonaroSP @policiafederal Trabalhar pra que .. o família abençoada!!!!",0,73,9,0,2,0,0,"",0.77073734998703,0.1977996528148651,0.03146304562687874,"positivo"
"jeffersonholand","2026-01-03","16:35:04","@BolsonaroSP @policiafederal Hahaha fala sua anta!! Vai mesmo querer viver de esmola agora??!",0,93,13,0,2,0,0,"",0.006800259463489056,0.050016649067401886,0.9431830644607544,"negativo"
"CarolinaSobra15","2026-01-03","16:33:59","@BolsonaroSP @policiafederal https://t.co/zYEffArPGV",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"OANDRODE17","2026-01-03","16:33:52","@BolsonaroSP @policiafederal Hoje ,quem da direita comemora o ataque dos eua e a captura de maduro e um canalha.... Afinal tivemos nossa oportunidade com a magninstky! Obrigado @BolsonaroSP",0,189,28,0,3,0,0,"",0.8125548958778381,0.16995912790298462,0.017485927790403366,"positivo"
"blossomhaitang","2026-01-03","16:33:32","@BolsonaroSP @policiafederal Você não precisa disso! O que não te falta aí é hamburger pra fritar!",0,98,16,0,2,2,0,"",0.11989931762218475,0.5920289158821106,0.28807178139686584,"neutro"
"reginahricca","2026-01-03","16:33:28","@VeraTor61676200 @BolsonaroSP @policiafederal Vai limpar a sua cara. Tá cheia de merda, imbecil",0,95,13,0,3,0,0,"",0.004061303101480007,0.011682689189910889,0.9842559695243835,"negativo"
"alceuvasco2","2026-01-03","16:32:15","@BolsonaroSP @policiafederal Escrevente, rua",0,44,4,0,2,0,0,"",0.05195390805602074,0.9080537557601929,0.03999222815036774,"neutro"
"jorgeaadomingo3","2026-01-03","16:32:03","@BolsonaroSP @policiafederal Jogou a carteira de trabalho, a família Bolsonaro corre mais do que queniano em maratona.",0,118,17,0,2,0,0,"",0.0916638970375061,0.816375195980072,0.09196094423532486,"neutro"
"gibamontesiao","2026-01-03","16:32:02","@Omardeideais @BolsonaroSP @policiafederal Só falou verdades O cara é um vagabundo",0,82,11,0,3,0,0,"",0.8817412853240967,0.06282136589288712,0.05543730407953262,"positivo"
"dersonros","2026-01-03","16:31:45","@BolsonaroSP @policiafederal Tu é um frango",0,43,6,0,2,0,0,"",0.0038292622193694115,0.017653392627835274,0.9785173535346985,"negativo"
"gibamontesiao","2026-01-03","16:31:21","@BolsonaroSP @policiafederal Desempregado né Agora pode voltar pros 🍔",0,69,9,1,2,0,0,"",0.05200723186135292,0.2819099724292755,0.6660827994346619,"negativo"
"Reynaldo9","2026-01-03","16:31:08","@BolsonaroSP @policiafederal Chora, rato!",0,41,4,0,2,0,0,"",0.04882870614528656,0.3616604506969452,0.5895109176635742,"negativo"
"CeciliaMon70538","2026-01-03","16:30:35","@BolsonaroSP @policiafederal Esse babaca está em algum aeroporto!!! Olhem!!! Como consegue transitar com Passaporte suspenso?",0,125,15,0,2,0,0,"",0.003390671219676733,0.023830212652683258,0.9727790951728821,"negativo"
"ReginaldoMoren2","2026-01-03","16:30:32","@BolsonaroSP @policiafederal Tom vergonha na sua cara Olha quanto tempo vc recebeu dinheiro público sem trabalhar. Escroto",0,122,17,0,2,0,0,"",0.003771980293095112,0.00834413431584835,0.9878838658332825,"negativo"
"donnuttrysohard","2026-01-03","16:30:30","@BolsonaroSP @policiafederal mas você não quer trabalhar de jeito nenhum né? kkkkkkk impressionante",0,99,13,0,2,0,0,"",0.0067483969032764435,0.11075813323259354,0.8824934959411621,"negativo"
"guilhermesimas_","2026-01-03","16:29:19","@BolsonaroSP @policiafederal Vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007590020075440407,0.02255784533917904,0.9698521494865417,"negativo"
"FabianoAssump84","2026-01-03","16:28:42","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo!!!",0,56,5,0,2,0,0,"",0.0085219107568264,0.02596820890903473,0.965509831905365,"negativo"
"IdaSophia4","2026-01-03","16:28:24","@BolsonaroSP @policiafederal Sucesso no seu trabalho nos USA, parece que para Uber tem sempre vaga 🤪🤪😂😂😂",0,104,16,5,2,0,0,"",0.8108232617378235,0.13818636536598206,0.05099035054445267,"positivo"
"Reynaldo9","2026-01-03","16:26:24","@BolsonaroSP @policiafederal Você é burro! Perdeu tudo por nada! Vai viver não como perseguido político, mas como um rato fiugitivo. Você falando em Gestapo? Não era você que usava a camisa do torturador Ustra e a tal do número 88? Chora…",0,238,41,0,2,0,0,"",0.006274232640862465,0.01770343817770481,0.9760223031044006,"negativo"
"Astorcarvalho","2026-01-03","16:25:08","@BolsonaroSP @policiafederal Eu também gostaria de ter um cargo público e não precisar trabalhar. Meu problema é que não tenho o sobrenome Bolsonaro. Pensando bem, ainda bem que não tenho esse sobrenome. Oh família de encostados.",0,229,36,0,2,0,0,"",0.03274627402424812,0.05161341652274132,0.9156402349472046,"negativo"
"MiltonQuin83247","2026-01-03","16:24:51","@BolsonaroSP @policiafederal Para vc não perder o cargo na polícia federal é só voltar a trabalhar kkkkkk MFSQ",0,110,18,0,2,0,0,"",0.04634693264961243,0.7273656129837036,0.22628739476203918,"neutro"
"XexeuXexeu2","2026-01-03","16:24:26","@BolsonaroSP @policiafederal O pilantra não quer trabalhar e está indignado porque será demitido por faltar ao trabalho haha",0,124,18,0,2,0,0,"",0.0058262827806174755,0.0469699427485466,0.9472037553787231,"negativo"
"MiltonQuin83247","2026-01-03","16:20:49","@BolsonaroSP @policiafederal O trabalho edifica o homem, então volte a fazer o que não faz a anos, que é trabalhar. MFSQ",0,120,21,0,2,0,0,"",0.040735792368650436,0.6021537184715271,0.3571103811264038,"neutro"
"L1suk5Al","2026-01-03","16:17:36","@BolsonaroSP @policiafederal “Vai trabalhar vagabundo. Vai trabalhar criatura. Deus permite a todo mundo, uma loucura.” E você tem bancado o louco por tempo demais.",0,164,24,0,2,0,0,"",0.033493828028440475,0.18703877925872803,0.7794673442840576,"negativo"
"JosAugu54513308","2026-01-03","16:16:36","@BolsonaroSP @policiafederal Se o Brasil tivesse mais de puxados como você, não estaríamos nesta merda. Parabéns Eduardo.",0,121,17,0,2,0,0,"",0.9217130541801453,0.05635140836238861,0.021935593336820602,"positivo"
"Marcos696984893","2026-01-03","16:16:21","@patitricolor @marioadolfo @BolsonaroSP @policiafederal Eu também mandaria enfiarem no cu um concurso que não paga nem 10k bruto por mês depois de ter sugado recursos públicos por anos da mesma forma que a minha família",0,219,35,0,4,0,0,"",0.009875931777060032,0.018816957250237465,0.9713070392608643,"negativo"
"josecampello","2026-01-03","16:15:51","@BolsonaroSP @policiafederal Ah, tu quer continuar recebendo sem trabalhar... Pois tá bom...",0,92,12,0,2,0,0,"",0.0145471366122365,0.2046177238225937,0.7808350920677185,"negativo"
"kteodork","2026-01-03","16:14:41","@BolsonaroSP @policiafederal Chora",0,34,3,0,2,0,0,"",0.11971651017665863,0.7007266879081726,0.17955675721168518,"neutro"
"jhonatinho","2026-01-03","16:14:00","@NP__Oficial @BolsonaroSP @policiafederal 😂😂😂",0,45,4,3,3,0,0,"",0.7546448707580566,0.19324328005313873,0.05211193859577179,"positivo"
"fadafeiticeiraa","2026-01-03","16:13:24","@BolsonaroSP @policiafederal nada me faria abrir esse vídeo",0,59,8,0,2,0,0,"",0.32716697454452515,0.4382447302341461,0.23458833992481232,"neutro"
"LeoRozario","2026-01-03","16:12:46","@BolsonaroSP @policiafederal Vai pedir Pix para o gado te sustentar aí ou vai trabalhar no Macdonald?",0,101,16,0,2,0,0,"",0.01767415925860405,0.6130792498588562,0.3692466616630554,"neutro"
"Brasil1945","2026-01-03","16:12:42","@BolsonaroSP @policiafederal FORÇA Foco Fé",0,42,5,0,2,0,0,"",0.5005619525909424,0.4836232662200928,0.015814783051609993,"positivo"
"exceptiondj","2026-01-03","16:11:50","@BolsonaroSP @policiafederal você não abdicou, você foi cassado agora foi chamado pra trabalhar e fica chorando kkkkk só os bestar caem na sua",0,142,23,0,2,0,0,"",0.021150637418031693,0.11257841438055038,0.8662710189819336,"negativo"
"suB_ociV","2026-01-03","16:11:00","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo! 🇧🇷",0,57,6,1,2,0,0,"",0.020407099276781082,0.04833044484257698,0.9312624335289001,"negativo"
"thaferoter","2026-01-03","16:10:08","@BolsonaroSP @policiafederal Não precisa entregar o cargo. 30 dias sem vc bater o ponto, vc já é suspenso, 60 dias a perda é imediata Abraços. Boa viagem aí. Fiquei sabendo que o Mc donald’s tá contratando",0,205,36,0,2,0,0,"",0.10497670620679855,0.7220550179481506,0.17296823859214783,"neutro"
"AruasiMaria","2026-01-03","16:09:09","@BolsonaroSP @policiafederal Ué então porque prestou o concurso público? Peça exoneração, seu vagabundo.",0,104,13,0,2,0,0,"",0.005329756997525692,0.03623999282717705,0.9584303498268127,"negativo"
"FrancaZabe55620","2026-01-03","16:08:46","@BolsonaroSP @Rosemar22372662 @policiafederal 👏👏👏👏👏👏",0,52,4,6,3,0,0,"",0.8320222496986389,0.14851097762584686,0.019466834142804146,"positivo"
"bruameluxa","2026-01-03","16:07:00","@BolsonaroSP @policiafederal A conta chegou foi pra vocês. Bjs de luz.",0,70,11,0,2,0,0,"",0.4597525894641876,0.5030544400215149,0.037192992866039276,"neutro"
"afinadasailorv","2026-01-03","16:06:23","@BolsonaroSP @policiafederal vai trabalhar, vagabundo",0,53,5,0,2,5,0,"",0.00750011345371604,0.02778041549026966,0.9647195339202881,"negativo"
